NET_neuronI_neuronJ,Strength
mocktest_small_23_63,0.000000
mocktest_small_23_64,0.000000
mocktest_small_23_65,0.040000
mocktest_small_23_66,0.000000
mocktest_small_23_67,0.000000
mocktest_small_23_68,0.000000
mocktest_small_23_69,0.020000
mocktest_small_23_70,0.000000
mocktest_small_23_71,0.020000
mocktest_small_23_72,0.000000
mocktest_small_23_73,0.020000
mocktest_small_23_74,0.000000
mocktest_small_23_75,0.100000
mocktest_small_23_76,0.020000
mocktest_small_23_77,0.020000
mocktest_small_23_78,0.020000
mocktest_small_23_79,0.060000
mocktest_small_23_80,0.000000
mocktest_small_23_81,0.020000
mocktest_small_23_82,0.000000
mocktest_small_23_83,0.040000
mocktest_small_23_84,0.000000
mocktest_small_23_85,0.000000
mocktest_small_23_86,0.000000
mocktest_small_23_87,0.000000
mocktest_small_23_88,0.000000
mocktest_small_23_89,0.040000
mocktest_small_23_90,0.000000
mocktest_small_23_91,0.000000
mocktest_small_23_92,0.000000
mocktest_small_23_93,0.000000
mocktest_small_23_94,0.000000
mocktest_small_23_95,0.000000
mocktest_small_23_96,0.000000
mocktest_small_23_97,0.000000
mocktest_small_23_98,0.020000
mocktest_small_23_99,0.000000
mocktest_small_23_100,0.020000
mocktest_small_24_1,0.000000
mocktest_small_24_2,0.000000
mocktest_small_24_3,0.000000
mocktest_small_24_4,0.020000
mocktest_small_24_5,0.000000
mocktest_small_24_6,0.020000
mocktest_small_24_7,0.020000
mocktest_small_24_8,0.000000
mocktest_small_24_9,0.000000
mocktest_small_24_10,0.000000
mocktest_small_24_11,0.040000
mocktest_small_24_12,0.000000
mocktest_small_24_13,0.000000
mocktest_small_24_14,0.000000
mocktest_small_24_15,0.020000
mocktest_small_24_16,0.020000
mocktest_small_24_17,0.000000
mocktest_small_24_18,0.000000
mocktest_small_24_19,0.000000
mocktest_small_24_20,0.040000
mocktest_small_24_21,0.000000
mocktest_small_24_22,0.000000
mocktest_small_24_23,0.000000
mocktest_small_24_24,0.000000
mocktest_small_24_25,0.020000
mocktest_small_24_26,0.040000
mocktest_small_24_27,0.000000
mocktest_small_24_28,0.000000
mocktest_small_24_29,0.000000
mocktest_small_24_30,0.020000
mocktest_small_24_31,0.000000
mocktest_small_24_32,0.000000
mocktest_small_24_33,0.000000
mocktest_small_24_34,0.000000
mocktest_small_24_35,0.000000
mocktest_small_24_36,0.000000
mocktest_small_24_37,0.000000
mocktest_small_24_38,0.000000
mocktest_small_24_39,0.000000
mocktest_small_24_40,0.000000
mocktest_small_24_41,0.000000
mocktest_small_24_42,0.000000
mocktest_small_24_43,0.000000
mocktest_small_24_44,0.000000
mocktest_small_24_45,0.020000
mocktest_small_24_46,0.000000
mocktest_small_24_47,0.160000
mocktest_small_24_48,0.000000
mocktest_small_24_49,0.000000
mocktest_small_24_50,0.000000
mocktest_small_24_51,0.000000
mocktest_small_24_52,0.000000
mocktest_small_24_53,0.000000
mocktest_small_24_54,0.020000
mocktest_small_24_55,0.000000
mocktest_small_24_56,0.000000
mocktest_small_24_57,0.000000
mocktest_small_24_58,0.000000
mocktest_small_24_59,0.000000
mocktest_small_24_60,0.000000
mocktest_small_24_61,0.000000
mocktest_small_24_62,0.000000
mocktest_small_24_63,0.000000
mocktest_small_24_64,0.000000
mocktest_small_24_65,0.000000
mocktest_small_24_66,0.000000
mocktest_small_24_67,0.020000
mocktest_small_24_68,0.000000
mocktest_small_24_69,0.000000
mocktest_small_24_70,0.000000
mocktest_small_24_71,0.000000
mocktest_small_24_72,0.000000
mocktest_small_24_73,0.000000
mocktest_small_24_74,0.000000
mocktest_small_24_75,0.020000
mocktest_small_24_76,0.000000
mocktest_small_24_77,0.000000
mocktest_small_24_78,0.000000
mocktest_small_24_79,0.000000
mocktest_small_24_80,0.000000
mocktest_small_24_81,0.020000
mocktest_small_24_82,0.000000
mocktest_small_24_83,0.020000
mocktest_small_24_84,0.000000
mocktest_small_24_85,0.000000
mocktest_small_24_86,0.000000
mocktest_small_24_87,0.000000
mocktest_small_24_88,0.000000
mocktest_small_24_89,0.000000
mocktest_small_24_90,0.040000
mocktest_small_24_91,0.020000
mocktest_small_24_92,0.000000
mocktest_small_24_93,0.000000
mocktest_small_24_94,0.000000
mocktest_small_24_95,0.000000
mocktest_small_24_96,0.000000
mocktest_small_24_97,0.020000
mocktest_small_24_98,0.000000
mocktest_small_24_99,0.000000
mocktest_small_24_100,0.000000
mocktest_small_25_1,0.000000
mocktest_small_25_2,0.000000
mocktest_small_25_3,0.000000
mocktest_small_25_4,0.000000
mocktest_small_25_5,0.000000
mocktest_small_25_6,0.000000
mocktest_small_25_7,0.000000
mocktest_small_25_8,0.000000
mocktest_small_25_9,0.000000
mocktest_small_25_10,0.000000
mocktest_small_25_11,0.020000
mocktest_small_25_12,0.000000
mocktest_small_25_13,0.000000
mocktest_small_25_14,0.020000
mocktest_small_25_15,0.020000
mocktest_small_25_16,0.000000
mocktest_small_25_17,0.000000
mocktest_small_25_18,0.000000
mocktest_small_25_19,0.020000
mocktest_small_25_20,0.000000
mocktest_small_25_21,0.020000
mocktest_small_25_22,0.000000
mocktest_small_25_23,0.000000
mocktest_small_25_24,0.000000
mocktest_small_25_25,0.000000
mocktest_small_25_26,0.000000
mocktest_small_25_27,0.040000
mocktest_small_25_28,0.020000
mocktest_small_25_29,0.000000
mocktest_small_25_30,0.000000
mocktest_small_25_31,0.000000
mocktest_small_25_32,0.000000
mocktest_small_25_33,0.000000
mocktest_small_25_34,0.000000
mocktest_small_25_35,0.000000
mocktest_small_25_36,0.000000
mocktest_small_25_37,0.000000
mocktest_small_25_38,0.040000
mocktest_small_25_39,0.000000
mocktest_small_25_40,0.040000
mocktest_small_25_41,0.020000
mocktest_small_25_42,0.000000
mocktest_small_25_43,0.000000
mocktest_small_25_44,0.020000
mocktest_small_25_45,0.000000
mocktest_small_25_46,0.000000
mocktest_small_25_47,0.000000
mocktest_small_25_48,0.000000
mocktest_small_25_49,0.000000
mocktest_small_25_50,0.080000
mocktest_small_25_51,0.000000
mocktest_small_25_52,0.000000
mocktest_small_25_53,0.020000
mocktest_small_25_54,0.000000
mocktest_small_25_55,0.000000
mocktest_small_25_56,0.000000
mocktest_small_25_57,0.000000
mocktest_small_25_58,0.000000
mocktest_small_25_59,0.000000
mocktest_small_25_60,0.020000
mocktest_small_25_61,0.020000
mocktest_small_25_62,0.000000
mocktest_small_25_63,0.000000
mocktest_small_25_64,0.040000
mocktest_small_25_65,0.020000
mocktest_small_25_66,0.000000
mocktest_small_25_67,0.020000
mocktest_small_25_68,0.000000
mocktest_small_25_69,0.040000
mocktest_small_25_70,0.020000
mocktest_small_25_71,0.000000
mocktest_small_25_72,0.020000
mocktest_small_25_73,0.020000
mocktest_small_25_74,0.000000
mocktest_small_25_75,0.000000
mocktest_small_25_76,0.000000
mocktest_small_25_77,0.000000
mocktest_small_25_78,0.000000
mocktest_small_25_79,0.000000
mocktest_small_25_80,0.000000
mocktest_small_25_81,0.020000
mocktest_small_25_82,0.020000
mocktest_small_25_83,0.040000
mocktest_small_25_84,0.000000
mocktest_small_25_85,0.020000
mocktest_small_25_86,0.000000
mocktest_small_25_87,0.020000
mocktest_small_25_88,0.000000
mocktest_small_25_89,0.000000
mocktest_small_25_90,0.060000
mocktest_small_25_91,0.000000
mocktest_small_25_92,0.000000
mocktest_small_25_93,0.000000
mocktest_small_25_94,0.000000
mocktest_small_25_95,0.000000
mocktest_small_25_96,0.080000
mocktest_small_25_97,0.000000
mocktest_small_25_98,0.000000
mocktest_small_25_99,0.000000
mocktest_small_25_100,0.000000
mocktest_small_26_1,0.040000
mocktest_small_26_2,0.000000
mocktest_small_26_3,0.000000
mocktest_small_26_4,0.000000
mocktest_small_26_5,0.000000
mocktest_small_26_6,0.020000
mocktest_small_26_7,0.000000
mocktest_small_26_8,0.000000
mocktest_small_26_9,0.000000
mocktest_small_26_10,0.000000
mocktest_small_26_11,0.000000
mocktest_small_26_12,0.000000
mocktest_small_26_13,0.000000
mocktest_small_26_14,0.020000
mocktest_small_26_15,0.020000
mocktest_small_26_16,0.000000
mocktest_small_26_17,0.000000
mocktest_small_26_18,0.000000
mocktest_small_26_19,0.000000
mocktest_small_26_20,0.000000
mocktest_small_26_21,0.020000
mocktest_small_26_22,0.020000
mocktest_small_26_23,0.020000
mocktest_small_26_24,0.020000
mocktest_small_26_25,0.000000
mocktest_small_26_26,0.000000
mocktest_small_26_27,0.000000
mocktest_small_26_28,0.000000
mocktest_small_26_29,0.020000
mocktest_small_26_30,0.000000
mocktest_small_26_31,0.000000
mocktest_small_26_32,0.020000
mocktest_small_26_33,0.000000
mocktest_small_26_34,0.000000
mocktest_small_26_35,0.000000
mocktest_small_26_36,0.000000
mocktest_small_26_37,0.000000
mocktest_small_26_38,0.000000
mocktest_small_26_39,0.000000
mocktest_small_26_40,0.000000
mocktest_small_26_41,0.000000
mocktest_small_26_42,0.000000
mocktest_small_26_43,0.000000
mocktest_small_26_44,0.000000
mocktest_small_26_45,0.000000
mocktest_small_26_46,0.000000
mocktest_small_26_47,0.000000
mocktest_small_26_48,0.000000
mocktest_small_26_49,0.020000
mocktest_small_26_50,0.000000
mocktest_small_26_51,0.000000
mocktest_small_26_52,0.000000
mocktest_small_26_53,0.000000
mocktest_small_26_54,0.040000
mocktest_small_26_55,0.000000
mocktest_small_26_56,0.000000
mocktest_small_26_57,0.000000
mocktest_small_26_58,0.080000
mocktest_small_26_59,0.000000
mocktest_small_26_60,0.000000
mocktest_small_26_61,0.000000
mocktest_small_26_62,0.000000
mocktest_small_26_63,0.000000
mocktest_small_26_64,0.000000
mocktest_small_26_65,0.020000
mocktest_small_26_66,0.000000
mocktest_small_26_67,0.020000
mocktest_small_26_68,0.000000
mocktest_small_26_69,0.000000
mocktest_small_26_70,0.020000
mocktest_small_26_71,0.020000
mocktest_small_26_72,0.040000
mocktest_small_26_73,0.000000
mocktest_small_26_74,0.000000
mocktest_small_26_75,0.000000
mocktest_small_26_76,0.000000
mocktest_small_26_77,0.000000
mocktest_small_26_78,0.000000
mocktest_small_26_79,0.000000
mocktest_small_26_80,0.000000
mocktest_small_26_81,0.000000
mocktest_small_26_82,0.000000
mocktest_small_26_83,0.000000
mocktest_small_26_84,0.000000
mocktest_small_26_85,0.000000
mocktest_small_26_86,0.040000
mocktest_small_26_87,0.020000
mocktest_small_26_88,0.000000
mocktest_small_26_89,0.000000
mocktest_small_26_90,0.000000
mocktest_small_26_91,0.000000
mocktest_small_26_92,0.000000
mocktest_small_26_93,0.020000
mocktest_small_26_94,0.000000
mocktest_small_26_95,0.000000
mocktest_small_26_96,0.000000
mocktest_small_26_97,0.000000
mocktest_small_26_98,0.000000
mocktest_small_26_99,0.000000
mocktest_small_26_100,0.000000
mocktest_small_27_1,0.020000
mocktest_small_27_2,0.000000
mocktest_small_27_3,0.040000
mocktest_small_27_4,0.000000
mocktest_small_27_5,0.000000
mocktest_small_27_6,0.020000
mocktest_small_27_7,0.020000
mocktest_small_27_8,0.000000
mocktest_small_27_9,0.000000
mocktest_small_27_10,0.020000
mocktest_small_27_11,0.000000
mocktest_small_27_12,0.000000
mocktest_small_27_13,0.000000
mocktest_small_27_14,0.000000
mocktest_small_27_15,0.000000
mocktest_small_27_16,0.000000
mocktest_small_27_17,0.000000
mocktest_small_27_18,0.040000
mocktest_small_27_19,0.020000
mocktest_small_27_20,0.000000
mocktest_small_27_21,0.000000
mocktest_small_27_22,0.000000
mocktest_small_27_23,0.020000
mocktest_small_27_24,0.000000
mocktest_small_27_25,0.020000
mocktest_small_27_26,0.000000
mocktest_small_27_27,0.000000
mocktest_small_27_28,0.000000
mocktest_small_27_29,0.000000
mocktest_small_27_30,0.000000
mocktest_small_27_31,0.000000
mocktest_small_27_32,0.000000
mocktest_small_27_33,0.000000
mocktest_small_27_34,0.000000
mocktest_small_27_35,0.020000
mocktest_small_27_36,0.000000
mocktest_small_27_37,0.000000
mocktest_small_27_38,0.000000
mocktest_small_27_39,0.080000
mocktest_small_27_40,0.000000
mocktest_small_27_41,0.000000
mocktest_small_27_42,0.020000
mocktest_small_27_43,0.000000
mocktest_small_27_44,0.000000
mocktest_small_27_45,0.000000
mocktest_small_27_46,0.020000
mocktest_small_27_47,0.000000
mocktest_small_27_48,0.020000
mocktest_small_27_49,0.020000
mocktest_small_27_50,0.020000
mocktest_small_27_51,0.000000
mocktest_small_27_52,0.020000
mocktest_small_27_53,0.060000
mocktest_small_27_54,0.000000
mocktest_small_27_55,0.020000
mocktest_small_27_56,0.020000
mocktest_small_27_57,0.000000
mocktest_small_27_58,0.000000
mocktest_small_27_59,0.020000
mocktest_small_27_60,0.040000
mocktest_small_27_61,0.020000
mocktest_small_27_62,0.000000
mocktest_small_27_63,0.000000
mocktest_small_27_64,0.000000
mocktest_small_27_65,0.000000
mocktest_small_27_66,0.000000
mocktest_small_27_67,0.000000
mocktest_small_27_68,0.000000
mocktest_small_27_69,0.000000
mocktest_small_27_70,0.000000
mocktest_small_27_71,0.000000
mocktest_small_27_72,0.000000
mocktest_small_27_73,0.000000
mocktest_small_27_74,0.000000
mocktest_small_27_75,0.000000
mocktest_small_27_76,0.020000
mocktest_small_27_77,0.000000
mocktest_small_27_78,0.000000
mocktest_small_27_79,0.000000
mocktest_small_27_80,0.000000
mocktest_small_27_81,0.000000
mocktest_small_27_82,0.000000
mocktest_small_27_83,0.020000
mocktest_small_27_84,0.000000
mocktest_small_27_85,0.000000
mocktest_small_27_86,0.000000
mocktest_small_27_87,0.000000
mocktest_small_27_88,0.000000
mocktest_small_27_89,0.000000
mocktest_small_27_90,0.000000
mocktest_small_27_91,0.000000
mocktest_small_27_92,0.040000
mocktest_small_27_93,0.000000
mocktest_small_27_94,0.000000
mocktest_small_27_95,0.000000
mocktest_small_27_96,0.000000
mocktest_small_27_97,0.000000
mocktest_small_27_98,0.000000
mocktest_small_27_99,0.000000
mocktest_small_27_100,0.000000
mocktest_small_28_1,0.000000
mocktest_small_28_2,0.000000
mocktest_small_28_3,0.040000
mocktest_small_28_4,0.000000
mocktest_small_28_5,0.020000
mocktest_small_28_6,0.020000
mocktest_small_28_7,0.000000
mocktest_small_28_8,0.020000
mocktest_small_28_9,0.020000
mocktest_small_28_10,0.000000
mocktest_small_28_11,0.020000
mocktest_small_28_12,0.000000
mocktest_small_28_13,0.000000
mocktest_small_28_14,0.000000
mocktest_small_28_15,0.000000
mocktest_small_28_16,0.000000
mocktest_small_28_17,0.020000
mocktest_small_28_18,0.000000
mocktest_small_28_19,0.000000
mocktest_small_28_20,0.020000
mocktest_small_28_21,0.000000
mocktest_small_28_22,0.000000
mocktest_small_28_23,0.020000
mocktest_small_28_24,0.000000
mocktest_small_28_25,0.000000
mocktest_small_28_26,0.020000
mocktest_small_28_27,0.000000
mocktest_small_28_28,0.000000
mocktest_small_28_29,0.000000
mocktest_small_28_30,0.000000
mocktest_small_28_31,0.000000
mocktest_small_28_32,0.000000
mocktest_small_28_33,0.000000
mocktest_small_28_34,0.000000
mocktest_small_28_35,0.000000
mocktest_small_28_36,0.000000
mocktest_small_28_37,0.080000
mocktest_small_28_38,0.000000
mocktest_small_28_39,0.000000
mocktest_small_28_40,0.000000
mocktest_small_28_41,0.020000
mocktest_small_28_42,0.000000
mocktest_small_28_43,0.000000
mocktest_small_28_44,0.000000
mocktest_small_28_45,0.000000
mocktest_small_28_46,0.000000
mocktest_small_28_47,0.040000
mocktest_small_28_48,0.000000
mocktest_small_28_49,0.000000
mocktest_small_28_50,0.000000
mocktest_small_28_51,0.000000
mocktest_small_28_52,0.000000
mocktest_small_28_53,0.000000
mocktest_small_28_54,0.000000
mocktest_small_28_55,0.000000
mocktest_small_28_56,0.020000
mocktest_small_28_57,0.000000
mocktest_small_28_58,0.000000
mocktest_small_28_59,0.000000
mocktest_small_28_60,0.000000
mocktest_small_28_61,0.020000
mocktest_small_28_62,0.020000
mocktest_small_28_63,0.000000
mocktest_small_28_64,0.080000
mocktest_small_28_65,0.000000
mocktest_small_28_66,0.000000
mocktest_small_28_67,0.000000
mocktest_small_28_68,0.000000
mocktest_small_28_69,0.020000
mocktest_small_28_70,0.000000
mocktest_small_28_71,0.000000
mocktest_small_28_72,0.020000
mocktest_small_28_73,0.000000
mocktest_small_28_74,0.000000
mocktest_small_28_75,0.020000
mocktest_small_28_76,0.000000
mocktest_small_28_77,0.000000
mocktest_small_28_78,0.040000
mocktest_small_28_79,0.200000
mocktest_small_28_80,0.000000
mocktest_small_28_81,0.000000
mocktest_small_28_82,0.000000
mocktest_small_28_83,0.000000
mocktest_small_28_84,0.000000
mocktest_small_28_85,0.000000
mocktest_small_28_86,0.000000
mocktest_small_28_87,0.000000
mocktest_small_28_88,0.000000
mocktest_small_28_89,0.000000
mocktest_small_28_90,0.020000
mocktest_small_28_91,0.000000
mocktest_small_28_92,0.000000
mocktest_small_28_93,0.020000
mocktest_small_28_94,0.000000
mocktest_small_28_95,0.000000
mocktest_small_28_96,0.000000
mocktest_small_28_97,0.000000
mocktest_small_28_98,0.000000
mocktest_small_28_99,0.020000
mocktest_small_28_100,0.000000
mocktest_small_29_1,0.000000
mocktest_small_29_2,0.000000
mocktest_small_29_3,0.000000
mocktest_small_29_4,0.000000
mocktest_small_29_5,0.000000
mocktest_small_29_6,0.000000
mocktest_small_29_7,0.000000
mocktest_small_29_8,0.000000
mocktest_small_29_9,0.000000
mocktest_small_29_10,0.000000
mocktest_small_29_11,0.000000
mocktest_small_29_12,0.020000
mocktest_small_29_13,0.020000
mocktest_small_29_14,0.000000
mocktest_small_29_15,0.020000
mocktest_small_29_16,0.020000
mocktest_small_29_17,0.000000
mocktest_small_29_18,0.020000
mocktest_small_29_19,0.000000
mocktest_small_29_20,0.000000
mocktest_small_29_21,0.000000
mocktest_small_29_22,0.020000
mocktest_small_29_23,0.020000
mocktest_small_29_24,0.000000
mocktest_small_29_25,0.000000
mocktest_small_29_26,0.020000
mocktest_small_29_27,0.000000
mocktest_small_29_28,0.000000
mocktest_small_29_29,0.000000
mocktest_small_29_30,0.000000
mocktest_small_29_31,0.000000
mocktest_small_29_32,0.000000
mocktest_small_29_33,0.000000
mocktest_small_29_34,0.000000
mocktest_small_29_35,0.000000
mocktest_small_29_36,0.020000
mocktest_small_29_37,0.000000
mocktest_small_29_38,0.020000
mocktest_small_29_39,0.000000
mocktest_small_29_40,0.000000
mocktest_small_29_41,0.000000
mocktest_small_29_42,0.000000
mocktest_small_29_43,0.000000
mocktest_small_29_44,0.040000
mocktest_small_29_45,0.000000
mocktest_small_29_46,0.020000
mocktest_small_29_47,0.000000
mocktest_small_29_48,0.020000
mocktest_small_29_49,0.020000
mocktest_small_29_50,0.000000
mocktest_small_29_51,0.000000
mocktest_small_29_52,0.000000
mocktest_small_29_53,0.000000
mocktest_small_29_54,0.000000
mocktest_small_29_55,0.000000
mocktest_small_29_56,0.000000
mocktest_small_29_57,0.000000
mocktest_small_29_58,0.000000
mocktest_small_29_59,0.020000
mocktest_small_29_60,0.020000
mocktest_small_29_61,0.020000
mocktest_small_29_62,0.000000
mocktest_small_29_63,0.000000
mocktest_small_29_64,0.020000
mocktest_small_29_65,0.020000
mocktest_small_29_66,0.020000
mocktest_small_29_67,0.000000
mocktest_small_29_68,0.000000
mocktest_small_29_69,0.000000
mocktest_small_29_70,0.000000
mocktest_small_29_71,0.020000
mocktest_small_29_72,0.000000
mocktest_small_29_73,0.000000
mocktest_small_29_74,0.000000
mocktest_small_29_75,0.000000
mocktest_small_29_76,0.020000
mocktest_small_29_77,0.000000
mocktest_small_29_78,0.020000
mocktest_small_29_79,0.000000
mocktest_small_29_80,0.000000
mocktest_small_29_81,0.000000
mocktest_small_29_82,0.000000
mocktest_small_29_83,0.000000
mocktest_small_29_84,0.000000
mocktest_small_29_85,0.000000
mocktest_small_29_86,0.000000
mocktest_small_29_87,0.020000
mocktest_small_29_88,0.000000
mocktest_small_29_89,0.020000
mocktest_small_29_90,0.000000
mocktest_small_29_91,0.000000
mocktest_small_29_92,0.000000
mocktest_small_29_93,0.000000
mocktest_small_29_94,0.020000
mocktest_small_29_95,0.000000
mocktest_small_29_96,0.000000
mocktest_small_29_97,0.020000
mocktest_small_29_98,0.020000
mocktest_small_29_99,0.140000
mocktest_small_29_100,0.000000
mocktest_small_30_1,0.000000
mocktest_small_30_2,0.020000
mocktest_small_30_3,0.000000
mocktest_small_30_4,0.000000
mocktest_small_30_5,0.100000
mocktest_small_30_6,0.000000
mocktest_small_30_7,0.020000
mocktest_small_30_8,0.000000
mocktest_small_30_9,0.000000
mocktest_small_30_10,0.000000
mocktest_small_30_11,0.020000
mocktest_small_30_12,0.000000
mocktest_small_30_13,0.000000
mocktest_small_30_14,0.000000
mocktest_small_30_15,0.000000
mocktest_small_30_16,0.020000
mocktest_small_30_17,0.000000
mocktest_small_30_18,0.020000
mocktest_small_30_19,0.040000
mocktest_small_30_20,0.000000
mocktest_small_30_21,0.020000
mocktest_small_30_22,0.000000
mocktest_small_30_23,0.000000
mocktest_small_30_24,0.000000
mocktest_small_30_25,0.020000
mocktest_small_30_26,0.000000
mocktest_small_30_27,0.020000
mocktest_small_30_28,0.020000
mocktest_small_30_29,0.000000
mocktest_small_30_30,0.000000
mocktest_small_30_31,0.000000
mocktest_small_30_32,0.000000
mocktest_small_30_33,0.000000
mocktest_small_30_34,0.000000
mocktest_small_30_35,0.000000
mocktest_small_30_36,0.000000
mocktest_small_30_37,0.000000
mocktest_small_30_38,0.000000
mocktest_small_30_39,0.020000
mocktest_small_30_40,0.000000
mocktest_small_30_41,0.000000
mocktest_small_30_42,0.000000
mocktest_small_30_43,0.000000
mocktest_small_30_44,0.000000
mocktest_small_30_45,0.000000
mocktest_small_30_46,0.000000
mocktest_small_30_47,0.000000
mocktest_small_30_48,0.000000
mocktest_small_30_49,0.000000
mocktest_small_30_50,0.020000
mocktest_small_30_51,0.000000
mocktest_small_30_52,0.000000
mocktest_small_30_53,0.000000
mocktest_small_30_54,0.020000
mocktest_small_30_55,0.000000
mocktest_small_30_56,0.000000
mocktest_small_30_57,0.000000
mocktest_small_30_58,0.000000
mocktest_small_30_59,0.000000
mocktest_small_30_60,0.000000
mocktest_small_30_61,0.000000
mocktest_small_30_62,0.000000
mocktest_small_30_63,0.000000
mocktest_small_30_64,0.000000
mocktest_small_30_65,0.020000
mocktest_small_30_66,0.000000
mocktest_small_30_67,0.020000
mocktest_small_30_68,0.000000
mocktest_small_30_69,0.020000
mocktest_small_30_70,0.000000
mocktest_small_30_71,0.000000
mocktest_small_30_72,0.000000
mocktest_small_30_73,0.000000
mocktest_small_30_74,0.000000
mocktest_small_30_75,0.020000
mocktest_small_30_76,0.000000
mocktest_small_30_77,0.000000
mocktest_small_30_78,0.000000
mocktest_small_30_79,0.000000
mocktest_small_30_80,0.000000
mocktest_small_30_81,0.000000
mocktest_small_30_82,0.000000
mocktest_small_30_83,0.000000
mocktest_small_30_84,0.000000
mocktest_small_30_85,0.000000
mocktest_small_30_86,0.000000
mocktest_small_30_87,0.000000
mocktest_small_30_88,0.000000
mocktest_small_30_89,0.000000
mocktest_small_30_90,0.000000
mocktest_small_30_91,0.000000
mocktest_small_30_92,0.000000
mocktest_small_30_93,0.000000
mocktest_small_30_94,0.000000
mocktest_small_30_95,0.000000
mocktest_small_30_96,0.000000
mocktest_small_30_97,0.000000
mocktest_small_30_98,0.000000
mocktest_small_30_99,0.000000
mocktest_small_30_100,0.000000
mocktest_small_31_1,0.000000
mocktest_small_31_2,0.000000
mocktest_small_31_3,0.000000
mocktest_small_31_4,0.000000
mocktest_small_31_5,0.000000
mocktest_small_31_6,0.020000
mocktest_small_31_7,0.020000
mocktest_small_31_8,0.000000
mocktest_small_31_9,0.000000
mocktest_small_31_10,0.020000
mocktest_small_31_11,0.000000
mocktest_small_31_12,0.000000
mocktest_small_31_13,0.000000
mocktest_small_31_14,0.020000
mocktest_small_31_15,0.120000
mocktest_small_31_16,0.000000
mocktest_small_31_17,0.000000
mocktest_small_31_18,0.000000
mocktest_small_31_19,0.000000
mocktest_small_31_20,0.000000
mocktest_small_31_21,0.000000
mocktest_small_31_22,0.020000
mocktest_small_31_23,0.000000
mocktest_small_31_24,0.020000
mocktest_small_31_25,0.000000
mocktest_small_31_26,0.000000
mocktest_small_31_27,0.020000
mocktest_small_31_28,0.020000
mocktest_small_31_29,0.000000
mocktest_small_31_30,0.000000
mocktest_small_31_31,0.000000
mocktest_small_31_32,0.000000
mocktest_small_31_33,0.000000
mocktest_small_31_34,0.020000
mocktest_small_31_35,0.040000
mocktest_small_31_36,0.000000
mocktest_small_31_37,0.000000
mocktest_small_31_38,0.000000
mocktest_small_31_39,0.000000
mocktest_small_31_40,0.000000
mocktest_small_31_41,0.000000
mocktest_small_31_42,0.000000
mocktest_small_31_43,0.000000
mocktest_small_31_44,0.020000
mocktest_small_31_45,0.000000
mocktest_small_31_46,0.000000
mocktest_small_31_47,0.000000
mocktest_small_31_48,0.000000
mocktest_small_31_49,0.020000
mocktest_small_31_50,0.000000
mocktest_small_31_51,0.000000
mocktest_small_31_52,0.020000
mocktest_small_31_53,0.000000
mocktest_small_31_54,0.000000
mocktest_small_31_55,0.000000
mocktest_small_31_56,0.000000
mocktest_small_31_57,0.000000
mocktest_small_31_58,0.000000
mocktest_small_31_59,0.000000
mocktest_small_31_60,0.020000
mocktest_small_31_61,0.020000
mocktest_small_31_62,0.000000
mocktest_small_31_63,0.040000
mocktest_small_31_64,0.080000
mocktest_small_31_65,0.000000
mocktest_small_31_66,0.000000
mocktest_small_31_67,0.000000
mocktest_small_31_68,0.020000
mocktest_small_31_69,0.040000
mocktest_small_31_70,0.000000
mocktest_small_31_71,0.000000
mocktest_small_31_72,0.000000
mocktest_small_31_73,0.000000
mocktest_small_31_74,0.000000
mocktest_small_31_75,0.000000
mocktest_small_31_76,0.000000
mocktest_small_31_77,0.020000
mocktest_small_31_78,0.000000
mocktest_small_31_79,0.020000
mocktest_small_31_80,0.000000
mocktest_small_31_81,0.000000
mocktest_small_31_82,0.000000
mocktest_small_31_83,0.000000
mocktest_small_31_84,0.040000
mocktest_small_31_85,0.000000
mocktest_small_31_86,0.000000
mocktest_small_31_87,0.000000
mocktest_small_31_88,0.000000
mocktest_small_31_89,0.060000
mocktest_small_31_90,0.000000
mocktest_small_31_91,0.000000
mocktest_small_31_92,0.000000
mocktest_small_31_93,0.000000
mocktest_small_31_94,0.000000
mocktest_small_31_95,0.000000
mocktest_small_31_96,0.020000
mocktest_small_31_97,0.020000
mocktest_small_31_98,0.020000
mocktest_small_31_99,0.000000
mocktest_small_31_100,0.000000
mocktest_small_32_1,0.000000
mocktest_small_32_2,0.020000
mocktest_small_32_3,0.000000
mocktest_small_32_4,0.000000
mocktest_small_32_5,0.000000
mocktest_small_32_6,0.000000
mocktest_small_32_7,0.000000
mocktest_small_32_8,0.000000
mocktest_small_32_9,0.040000
mocktest_small_32_10,0.000000
mocktest_small_32_11,0.000000
mocktest_small_32_12,0.000000
mocktest_small_32_13,0.000000
mocktest_small_32_14,0.020000
mocktest_small_32_15,0.000000
mocktest_small_32_16,0.000000
mocktest_small_32_17,0.000000
mocktest_small_32_18,0.000000
mocktest_small_32_19,0.000000
mocktest_small_32_20,0.000000
mocktest_small_32_21,0.000000
mocktest_small_32_22,0.000000
mocktest_small_32_23,0.000000
mocktest_small_32_24,0.000000
mocktest_small_32_25,0.000000
mocktest_small_32_26,0.000000
mocktest_small_32_27,0.000000
mocktest_small_32_28,0.020000
mocktest_small_32_29,0.000000
mocktest_small_32_30,0.000000
mocktest_small_32_31,0.000000
mocktest_small_32_32,0.000000
mocktest_small_32_33,0.000000
mocktest_small_32_34,0.000000
mocktest_small_32_35,0.000000
