NET_neuronI_neuronJ,Strength
mocktest_small_27_13,0.299255
mocktest_small_27_14,0.357416
mocktest_small_27_15,0.332991
mocktest_small_27_16,0.383106
mocktest_small_27_17,0.286296
mocktest_small_27_18,0.378483
mocktest_small_27_19,0.343814
mocktest_small_27_20,0.358082
mocktest_small_27_21,0.368073
mocktest_small_27_22,0.284887
mocktest_small_27_23,0.344770
mocktest_small_27_24,0.332539
mocktest_small_27_25,0.281766
mocktest_small_27_26,0.371656
mocktest_small_27_27,0.000000
mocktest_small_27_28,0.294900
mocktest_small_27_29,0.342019
mocktest_small_27_30,0.282645
mocktest_small_27_31,0.313022
mocktest_small_27_32,0.367134
mocktest_small_27_33,0.367427
mocktest_small_27_34,0.334182
mocktest_small_27_35,0.370600
mocktest_small_27_36,0.350491
mocktest_small_27_37,0.338564
mocktest_small_27_38,0.341347
mocktest_small_27_39,0.295322
mocktest_small_27_40,0.324493
mocktest_small_27_41,0.314216
mocktest_small_27_42,0.346543
mocktest_small_27_43,0.262793
mocktest_small_27_44,0.356770
mocktest_small_27_45,0.329664
mocktest_small_27_46,0.409937
mocktest_small_27_47,0.345184
mocktest_small_27_48,0.294341
mocktest_small_27_49,0.326953
mocktest_small_27_50,0.349966
mocktest_small_27_51,0.240527
mocktest_small_27_52,0.357015
mocktest_small_27_53,0.329604
mocktest_small_27_54,0.365658
mocktest_small_27_55,0.323095
mocktest_small_27_56,0.389998
mocktest_small_27_57,0.363192
mocktest_small_27_58,0.336003
mocktest_small_27_59,0.355573
mocktest_small_27_60,0.387969
mocktest_small_27_61,0.323245
mocktest_small_27_62,0.308019
mocktest_small_27_63,0.325938
mocktest_small_27_64,0.278409
mocktest_small_27_65,0.370089
mocktest_small_27_66,0.299535
mocktest_small_27_67,0.355840
mocktest_small_27_68,0.318129
mocktest_small_27_69,0.371327
mocktest_small_27_70,0.308779
mocktest_small_27_71,0.388843
mocktest_small_27_72,0.371137
mocktest_small_27_73,0.327299
mocktest_small_27_74,0.312613
mocktest_small_27_75,0.328288
mocktest_small_27_76,0.305984
mocktest_small_27_77,0.165315
mocktest_small_27_78,0.323287
mocktest_small_27_79,0.354254
mocktest_small_27_80,0.329037
mocktest_small_27_81,0.322375
mocktest_small_27_82,0.296663
mocktest_small_27_83,0.344153
mocktest_small_27_84,0.392651
mocktest_small_27_85,0.307641
mocktest_small_27_86,0.354887
mocktest_small_27_87,0.293072
mocktest_small_27_88,0.334974
mocktest_small_27_89,0.278092
mocktest_small_27_90,0.337664
mocktest_small_27_91,0.384110
mocktest_small_27_92,0.273668
mocktest_small_27_93,0.323212
mocktest_small_27_94,0.305574
mocktest_small_27_95,0.288279
mocktest_small_27_96,0.310444
mocktest_small_27_97,0.365021
mocktest_small_27_98,0.280446
mocktest_small_27_99,0.327428
mocktest_small_27_100,0.309578
mocktest_small_28_1,0.303603
mocktest_small_28_2,0.361113
mocktest_small_28_3,0.321980
mocktest_small_28_4,0.284985
mocktest_small_28_5,0.334753
mocktest_small_28_6,0.349571
mocktest_small_28_7,0.398461
mocktest_small_28_8,0.374683
mocktest_small_28_9,0.295123
mocktest_small_28_10,0.363122
mocktest_small_28_11,0.325581
mocktest_small_28_12,0.399927
mocktest_small_28_13,0.290987
mocktest_small_28_14,0.367907
mocktest_small_28_15,0.365174
mocktest_small_28_16,0.324492
mocktest_small_28_17,0.349691
mocktest_small_28_18,0.338052
mocktest_small_28_19,0.292363
mocktest_small_28_20,0.446782
mocktest_small_28_21,0.356150
mocktest_small_28_22,0.350655
mocktest_small_28_23,0.397798
mocktest_small_28_24,0.315752
mocktest_small_28_25,0.350425
mocktest_small_28_26,0.306637
mocktest_small_28_27,0.302142
mocktest_small_28_28,0.000000
mocktest_small_28_29,0.361771
mocktest_small_28_30,0.361547
mocktest_small_28_31,0.298755
mocktest_small_28_32,0.328087
mocktest_small_28_33,0.317554
mocktest_small_28_34,0.357350
mocktest_small_28_35,0.397271
mocktest_small_28_36,0.301269
mocktest_small_28_37,0.338760
mocktest_small_28_38,0.371779
mocktest_small_28_39,0.294887
mocktest_small_28_40,0.360717
mocktest_small_28_41,0.267028
mocktest_small_28_42,0.293446
mocktest_small_28_43,0.242034
mocktest_small_28_44,0.343601
mocktest_small_28_45,0.296107
mocktest_small_28_46,0.413595
mocktest_small_28_47,0.417542
mocktest_small_28_48,0.306896
mocktest_small_28_49,0.426415
mocktest_small_28_50,0.353747
mocktest_small_28_51,0.301482
mocktest_small_28_52,0.325505
mocktest_small_28_53,0.424434
mocktest_small_28_54,0.360220
mocktest_small_28_55,0.336538
mocktest_small_28_56,0.335919
mocktest_small_28_57,0.338394
mocktest_small_28_58,0.285250
mocktest_small_28_59,0.314441
mocktest_small_28_60,0.344785
mocktest_small_28_61,0.348970
mocktest_small_28_62,0.301392
mocktest_small_28_63,0.346074
mocktest_small_28_64,0.393626
mocktest_small_28_65,0.367539
mocktest_small_28_66,0.364470
mocktest_small_28_67,0.361986
mocktest_small_28_68,0.330615
mocktest_small_28_69,0.318976
mocktest_small_28_70,0.326294
mocktest_small_28_71,0.408425
mocktest_small_28_72,0.338191
mocktest_small_28_73,0.341138
mocktest_small_28_74,0.303306
mocktest_small_28_75,0.421545
mocktest_small_28_76,0.340867
mocktest_small_28_77,0.180637
mocktest_small_28_78,0.290300
mocktest_small_28_79,0.468031
mocktest_small_28_80,0.365861
mocktest_small_28_81,0.293634
mocktest_small_28_82,0.329522
mocktest_small_28_83,0.401028
mocktest_small_28_84,0.319250
mocktest_small_28_85,0.314544
mocktest_small_28_86,0.329632
mocktest_small_28_87,0.290427
mocktest_small_28_88,0.361027
mocktest_small_28_89,0.258704
mocktest_small_28_90,0.348515
mocktest_small_28_91,0.378340
mocktest_small_28_92,0.383150
mocktest_small_28_93,0.315153
mocktest_small_28_94,0.272853
mocktest_small_28_95,0.261671
mocktest_small_28_96,0.342609
mocktest_small_28_97,0.354026
mocktest_small_28_98,0.395573
mocktest_small_28_99,0.366593
mocktest_small_28_100,0.437432
mocktest_small_29_1,0.337039
mocktest_small_29_2,0.389064
mocktest_small_29_3,0.368180
mocktest_small_29_4,0.322796
mocktest_small_29_5,0.323046
mocktest_small_29_6,0.408115
mocktest_small_29_7,0.426133
mocktest_small_29_8,0.362152
mocktest_small_29_9,0.322530
mocktest_small_29_10,0.361935
mocktest_small_29_11,0.385652
mocktest_small_29_12,0.429378
mocktest_small_29_13,0.324241
mocktest_small_29_14,0.403016
mocktest_small_29_15,0.390422
mocktest_small_29_16,0.395310
mocktest_small_29_17,0.344869
mocktest_small_29_18,0.396651
mocktest_small_29_19,0.330964
mocktest_small_29_20,0.425809
mocktest_small_29_21,0.424862
mocktest_small_29_22,0.373933
mocktest_small_29_23,0.393122
mocktest_small_29_24,0.363965
mocktest_small_29_25,0.345840
mocktest_small_29_26,0.365360
mocktest_small_29_27,0.359364
mocktest_small_29_28,0.371246
mocktest_small_29_29,0.000000
mocktest_small_29_30,0.335421
mocktest_small_29_31,0.328531
mocktest_small_29_32,0.399165
mocktest_small_29_33,0.359396
mocktest_small_29_34,0.363889
mocktest_small_29_35,0.409568
mocktest_small_29_36,0.352670
mocktest_small_29_37,0.345465
mocktest_small_29_38,0.397874
mocktest_small_29_39,0.312234
mocktest_small_29_40,0.370909
mocktest_small_29_41,0.316385
mocktest_small_29_42,0.342481
mocktest_small_29_43,0.268139
mocktest_small_29_44,0.428420
mocktest_small_29_45,0.355133
mocktest_small_29_46,0.497373
mocktest_small_29_47,0.401295
mocktest_small_29_48,0.319815
mocktest_small_29_49,0.401794
mocktest_small_29_50,0.406027
mocktest_small_29_51,0.287011
mocktest_small_29_52,0.399802
mocktest_small_29_53,0.402059
mocktest_small_29_54,0.441789
mocktest_small_29_55,0.368045
mocktest_small_29_56,0.393958
mocktest_small_29_57,0.413190
mocktest_small_29_58,0.341188
mocktest_small_29_59,0.387256
mocktest_small_29_60,0.414108
mocktest_small_29_61,0.388642
mocktest_small_29_62,0.368587
mocktest_small_29_63,0.369086
mocktest_small_29_64,0.348538
mocktest_small_29_65,0.404054
mocktest_small_29_66,0.386003
mocktest_small_29_67,0.387774
mocktest_small_29_68,0.388756
mocktest_small_29_69,0.397887
mocktest_small_29_70,0.329693
mocktest_small_29_71,0.487685
mocktest_small_29_72,0.408103
mocktest_small_29_73,0.361369
mocktest_small_29_74,0.372266
mocktest_small_29_75,0.416614
mocktest_small_29_76,0.383837
mocktest_small_29_77,0.177323
mocktest_small_29_78,0.345976
mocktest_small_29_79,0.427575
mocktest_small_29_80,0.402940
mocktest_small_29_81,0.340187
mocktest_small_29_82,0.332589
mocktest_small_29_83,0.461207
mocktest_small_29_84,0.371406
mocktest_small_29_85,0.326317
mocktest_small_29_86,0.375605
mocktest_small_29_87,0.326641
mocktest_small_29_88,0.431873
mocktest_small_29_89,0.284432
mocktest_small_29_90,0.398296
mocktest_small_29_91,0.445762
mocktest_small_29_92,0.343746
mocktest_small_29_93,0.374665
mocktest_small_29_94,0.310165
mocktest_small_29_95,0.288905
mocktest_small_29_96,0.376138
mocktest_small_29_97,0.419758
mocktest_small_29_98,0.354315
mocktest_small_29_99,0.439538
mocktest_small_29_100,0.374982
mocktest_small_30_1,0.290374
mocktest_small_30_2,0.319539
mocktest_small_30_3,0.290417
mocktest_small_30_4,0.273596
mocktest_small_30_5,0.321711
mocktest_small_30_6,0.316235
mocktest_small_30_7,0.330889
mocktest_small_30_8,0.294018
mocktest_small_30_9,0.285257
mocktest_small_30_10,0.323357
mocktest_small_30_11,0.304691
mocktest_small_30_12,0.324860
mocktest_small_30_13,0.281833
mocktest_small_30_14,0.344960
mocktest_small_30_15,0.293714
mocktest_small_30_16,0.293667
mocktest_small_30_17,0.339475
mocktest_small_30_18,0.310670
mocktest_small_30_19,0.280495
mocktest_small_30_20,0.373866
mocktest_small_30_21,0.315838
mocktest_small_30_22,0.297169
mocktest_small_30_23,0.331469
mocktest_small_30_24,0.297900
mocktest_small_30_25,0.299972
mocktest_small_30_26,0.274002
mocktest_small_30_27,0.280761
mocktest_small_30_28,0.343188
mocktest_small_30_29,0.309840
mocktest_small_30_30,0.000000
mocktest_small_30_31,0.298216
mocktest_small_30_32,0.288519
mocktest_small_30_33,0.301528
mocktest_small_30_34,0.338754
mocktest_small_30_35,0.347216
mocktest_small_30_36,0.281347
mocktest_small_30_37,0.315193
mocktest_small_30_38,0.362195
mocktest_small_30_39,0.297738
mocktest_small_30_40,0.336141
mocktest_small_30_41,0.253857
mocktest_small_30_42,0.273864
mocktest_small_30_43,0.225150
mocktest_small_30_44,0.305211
mocktest_small_30_45,0.267739
mocktest_small_30_46,0.371050
mocktest_small_30_47,0.343283
mocktest_small_30_48,0.283593
mocktest_small_30_49,0.340200
mocktest_small_30_50,0.327115
mocktest_small_30_51,0.304790
mocktest_small_30_52,0.290596
mocktest_small_30_53,0.320262
mocktest_small_30_54,0.303994
mocktest_small_30_55,0.282189
mocktest_small_30_56,0.306787
mocktest_small_30_57,0.295683
mocktest_small_30_58,0.264584
mocktest_small_30_59,0.281402
mocktest_small_30_60,0.319871
mocktest_small_30_61,0.288715
mocktest_small_30_62,0.269005
mocktest_small_30_63,0.302015
mocktest_small_30_64,0.307961
mocktest_small_30_65,0.330353
mocktest_small_30_66,0.308526
mocktest_small_30_67,0.341631
mocktest_small_30_68,0.284386
mocktest_small_30_69,0.289862
mocktest_small_30_70,0.312088
mocktest_small_30_71,0.343096
mocktest_small_30_72,0.293877
mocktest_small_30_73,0.332193
mocktest_small_30_74,0.265637
mocktest_small_30_75,0.338067
mocktest_small_30_76,0.296562
mocktest_small_30_77,0.166116
mocktest_small_30_78,0.254908
mocktest_small_30_79,0.357313
mocktest_small_30_80,0.324514
mocktest_small_30_81,0.286749
mocktest_small_30_82,0.304027
mocktest_small_30_83,0.343166
mocktest_small_30_84,0.295522
mocktest_small_30_85,0.299869
mocktest_small_30_86,0.294498
mocktest_small_30_87,0.288764
mocktest_small_30_88,0.311193
mocktest_small_30_89,0.263381
mocktest_small_30_90,0.307857
mocktest_small_30_91,0.327066
mocktest_small_30_92,0.314057
mocktest_small_30_93,0.278229
mocktest_small_30_94,0.257776
mocktest_small_30_95,0.258083
mocktest_small_30_96,0.304371
mocktest_small_30_97,0.312368
mocktest_small_30_98,0.321261
mocktest_small_30_99,0.314986
mocktest_small_30_100,0.355120
mocktest_small_31_1,0.278664
mocktest_small_31_2,0.305710
mocktest_small_31_3,0.294917
mocktest_small_31_4,0.325788
mocktest_small_31_5,0.265872
mocktest_small_31_6,0.308964
mocktest_small_31_7,0.328461
mocktest_small_31_8,0.292720
mocktest_small_31_9,0.353438
mocktest_small_31_10,0.320866
mocktest_small_31_11,0.336957
mocktest_small_31_12,0.307663
mocktest_small_31_13,0.261986
mocktest_small_31_14,0.307156
mocktest_small_31_15,0.312107
mocktest_small_31_16,0.308271
mocktest_small_31_17,0.267789
mocktest_small_31_18,0.330812
mocktest_small_31_19,0.320858
mocktest_small_31_20,0.360611
mocktest_small_31_21,0.331110
mocktest_small_31_22,0.253681
mocktest_small_31_23,0.339865
mocktest_small_31_24,0.300074
mocktest_small_31_25,0.260108
mocktest_small_31_26,0.291764
mocktest_small_31_27,0.291711
mocktest_small_31_28,0.282846
mocktest_small_31_29,0.291115
mocktest_small_31_30,0.288704
mocktest_small_31_31,0.000000
mocktest_small_31_32,0.326052
mocktest_small_31_33,0.338060
mocktest_small_31_34,0.343500
mocktest_small_31_35,0.348894
mocktest_small_31_36,0.285294
mocktest_small_31_37,0.287877
mocktest_small_31_38,0.340406
mocktest_small_31_39,0.307333
mocktest_small_31_40,0.314592
mocktest_small_31_41,0.244235
mocktest_small_31_42,0.297161
mocktest_small_31_43,0.220718
mocktest_small_31_44,0.300680
mocktest_small_31_45,0.268031
mocktest_small_31_46,0.364770
mocktest_small_31_47,0.342315
mocktest_small_31_48,0.305568
mocktest_small_31_49,0.312718
mocktest_small_31_50,0.297424
mocktest_small_31_51,0.297581
mocktest_small_31_52,0.307741
mocktest_small_31_53,0.307734
mocktest_small_31_54,0.326324
mocktest_small_31_55,0.271722
mocktest_small_31_56,0.313786
mocktest_small_31_57,0.297516
mocktest_small_31_58,0.274759
mocktest_small_31_59,0.284545
mocktest_small_31_60,0.338998
mocktest_small_31_61,0.285673
mocktest_small_31_62,0.258964
mocktest_small_31_63,0.263092
mocktest_small_31_64,0.266627
mocktest_small_31_65,0.299311
mocktest_small_31_66,0.261674
mocktest_small_31_67,0.346714
mocktest_small_31_68,0.316002
mocktest_small_31_69,0.334030
mocktest_small_31_70,0.287536
mocktest_small_31_71,0.336833
mocktest_small_31_72,0.309816
mocktest_small_31_73,0.313933
mocktest_small_31_74,0.274682
mocktest_small_31_75,0.298965
mocktest_small_31_76,0.267676
mocktest_small_31_77,0.177459
mocktest_small_31_78,0.269569
mocktest_small_31_79,0.339022
mocktest_small_31_80,0.275246
mocktest_small_31_81,0.325804
mocktest_small_31_82,0.292602
mocktest_small_31_83,0.297081
mocktest_small_31_84,0.332575
mocktest_small_31_85,0.331978
mocktest_small_31_86,0.281103
mocktest_small_31_87,0.311346
mocktest_small_31_88,0.308442
mocktest_small_31_89,0.261717
mocktest_small_31_90,0.304981
mocktest_small_31_91,0.312432
mocktest_small_31_92,0.259259
mocktest_small_31_93,0.261553
mocktest_small_31_94,0.274235
mocktest_small_31_95,0.296851
mocktest_small_31_96,0.257697
mocktest_small_31_97,0.297165
mocktest_small_31_98,0.264911
mocktest_small_31_99,0.285807
mocktest_small_31_100,0.305015
mocktest_small_32_1,0.294527
mocktest_small_32_2,0.340418
mocktest_small_32_3,0.367206
mocktest_small_32_4,0.321192
mocktest_small_32_5,0.278790
mocktest_small_32_6,0.369207
mocktest_small_32_7,0.387813
mocktest_small_32_8,0.324074
mocktest_small_32_9,0.316644
mocktest_small_32_10,0.331168
mocktest_small_32_11,0.387872
mocktest_small_32_12,0.364133
mocktest_small_32_13,0.284634
mocktest_small_32_14,0.358544
mocktest_small_32_15,0.359618
mocktest_small_32_16,0.414755
mocktest_small_32_17,0.284894
mocktest_small_32_18,0.384481
mocktest_small_32_19,0.331987
mocktest_small_32_20,0.376070
mocktest_small_32_21,0.389256
mocktest_small_32_22,0.310865
mocktest_small_32_23,0.350274
mocktest_small_32_24,0.342686
mocktest_small_32_25,0.292787
mocktest_small_32_26,0.389737
mocktest_small_32_27,0.352449
mocktest_small_32_28,0.308775
mocktest_small_32_29,0.363530
mocktest_small_32_30,0.281532
mocktest_small_32_31,0.333898
mocktest_small_32_32,0.000000
mocktest_small_32_33,0.364316
mocktest_small_32_34,0.341283
mocktest_small_32_35,0.379238
mocktest_small_32_36,0.334662
mocktest_small_32_37,0.315491
mocktest_small_32_38,0.353991
mocktest_small_32_39,0.285296
mocktest_small_32_40,0.324824
mocktest_small_32_41,0.302423
mocktest_small_32_42,0.337562
mocktest_small_32_43,0.255486
mocktest_small_32_44,0.369268
mocktest_small_32_45,0.351069
mocktest_small_32_46,0.447476
mocktest_small_32_47,0.374600
mocktest_small_32_48,0.302646
mocktest_small_32_49,0.350876
mocktest_small_32_50,0.385784
mocktest_small_32_51,0.244915
mocktest_small_32_52,0.414043
mocktest_small_32_53,0.343479
mocktest_small_32_54,0.423350
mocktest_small_32_55,0.312568
mocktest_small_32_56,0.411002
mocktest_small_32_57,0.420336
mocktest_small_32_58,0.328911
mocktest_small_32_59,0.379164
mocktest_small_32_60,0.397990
mocktest_small_32_61,0.330904
mocktest_small_32_62,0.325668
mocktest_small_32_63,0.383140
mocktest_small_32_64,0.287910
mocktest_small_32_65,0.412753
mocktest_small_32_66,0.307440
mocktest_small_32_67,0.359494
mocktest_small_32_68,0.361086
mocktest_small_32_69,0.424398
mocktest_small_32_70,0.295302
mocktest_small_32_71,0.413162
mocktest_small_32_72,0.447824
mocktest_small_32_73,0.323009
mocktest_small_32_74,0.357587
mocktest_small_32_75,0.342488
mocktest_small_32_76,0.326170
mocktest_small_32_77,0.158895
mocktest_small_32_78,0.352556
mocktest_small_32_79,0.367771
mocktest_small_32_80,0.373080
mocktest_small_32_81,0.325607
mocktest_small_32_82,0.296633
mocktest_small_32_83,0.366053
mocktest_small_32_84,0.414839
mocktest_small_32_85,0.319280
mocktest_small_32_86,0.390009
mocktest_small_32_87,0.290420
mocktest_small_32_88,0.372672
mocktest_small_32_89,0.261279
mocktest_small_32_90,0.351707
mocktest_small_32_91,0.452095
mocktest_small_32_92,0.278526
mocktest_small_32_93,0.343434
mocktest_small_32_94,0.311058
mocktest_small_32_95,0.286746
mocktest_small_32_96,0.348313
mocktest_small_32_97,0.420146
mocktest_small_32_98,0.284607
mocktest_small_32_99,0.341141
mocktest_small_32_100,0.317365
mocktest_small_33_1,0.298140
mocktest_small_33_2,0.335024
mocktest_small_33_3,0.370263
mocktest_small_33_4,0.330611
mocktest_small_33_5,0.315059
mocktest_small_33_6,0.351488
mocktest_small_33_7,0.351344
mocktest_small_33_8,0.304366
mocktest_small_33_9,0.326167
mocktest_small_33_10,0.326809
mocktest_small_33_11,0.420332
mocktest_small_33_12,0.342871
mocktest_small_33_13,0.296043
mocktest_small_33_14,0.360767
mocktest_small_33_15,0.328347
mocktest_small_33_16,0.365370
mocktest_small_33_17,0.298588
mocktest_small_33_18,0.379373
mocktest_small_33_19,0.379022
mocktest_small_33_20,0.376430
mocktest_small_33_21,0.365830
mocktest_small_33_22,0.284801
mocktest_small_33_23,0.339722
mocktest_small_33_24,0.337587
mocktest_small_33_25,0.286097
mocktest_small_33_26,0.349449
mocktest_small_33_27,0.354213
mocktest_small_33_28,0.302443
mocktest_small_33_29,0.329097
mocktest_small_33_30,0.297498
mocktest_small_33_31,0.349102
mocktest_small_33_32,0.365719
mocktest_small_33_33,0.000000
mocktest_small_33_34,0.348780
mocktest_small_33_35,0.364281
mocktest_small_33_36,0.331768
mocktest_small_33_37,0.388336
mocktest_small_33_38,0.354418
mocktest_small_33_39,0.288365
mocktest_small_33_40,0.328916
mocktest_small_33_41,0.296349
mocktest_small_33_42,0.375697
mocktest_small_33_43,0.282180
mocktest_small_33_44,0.342795
mocktest_small_33_45,0.308559
mocktest_small_33_46,0.405958
mocktest_small_33_47,0.357511
mocktest_small_33_48,0.297326
mocktest_small_33_49,0.337646
mocktest_small_33_50,0.348828
mocktest_small_33_51,0.269131
mocktest_small_33_52,0.352822
mocktest_small_33_53,0.334771
mocktest_small_33_54,0.368926
mocktest_small_33_55,0.295612
mocktest_small_33_56,0.385772
mocktest_small_33_57,0.344480
mocktest_small_33_58,0.328366
mocktest_small_33_59,0.335477
mocktest_small_33_60,0.380310
mocktest_small_33_61,0.318140
mocktest_small_33_62,0.286298
mocktest_small_33_63,0.312192
mocktest_small_33_64,0.282954
mocktest_small_33_65,0.358000
mocktest_small_33_66,0.302384
mocktest_small_33_67,0.352743
mocktest_small_33_68,0.331273
mocktest_small_33_69,0.365021
mocktest_small_33_70,0.348494
mocktest_small_33_71,0.376527
mocktest_small_33_72,0.362650
mocktest_small_33_73,0.362504
mocktest_small_33_74,0.304717
mocktest_small_33_75,0.332559
mocktest_small_33_76,0.300153
mocktest_small_33_77,0.168337
mocktest_small_33_78,0.319419
mocktest_small_33_79,0.354594
mocktest_small_33_80,0.332810
mocktest_small_33_81,0.348438
mocktest_small_33_82,0.302878
mocktest_small_33_83,0.347696
mocktest_small_33_84,0.392537
mocktest_small_33_85,0.315208
mocktest_small_33_86,0.339374
mocktest_small_33_87,0.320650
mocktest_small_33_88,0.343763
mocktest_small_33_89,0.290900
mocktest_small_33_90,0.342341
mocktest_small_33_91,0.375903
mocktest_small_33_92,0.276433
mocktest_small_33_93,0.309321
mocktest_small_33_94,0.343579
mocktest_small_33_95,0.312180
mocktest_small_33_96,0.305967
mocktest_small_33_97,0.349946
mocktest_small_33_98,0.293028
mocktest_small_33_99,0.325220
mocktest_small_33_100,0.319889
mocktest_small_34_1,0.314389
mocktest_small_34_2,0.362388
mocktest_small_34_3,0.335336
mocktest_small_34_4,0.310091
mocktest_small_34_5,0.292731
mocktest_small_34_6,0.341598
mocktest_small_34_7,0.371020
mocktest_small_34_8,0.334961
mocktest_small_34_9,0.322778
mocktest_small_34_10,0.360809
mocktest_small_34_11,0.345439
mocktest_small_34_12,0.368543
mocktest_small_34_13,0.295221
mocktest_small_34_14,0.352712
mocktest_small_34_15,0.344242
mocktest_small_34_16,0.333789
mocktest_small_34_17,0.323526
mocktest_small_34_18,0.350135
mocktest_small_34_19,0.331404
mocktest_small_34_20,0.418256
mocktest_small_34_21,0.373458
mocktest_small_34_22,0.288185
mocktest_small_34_23,0.391627
mocktest_small_34_24,0.325022
mocktest_small_34_25,0.300625
mocktest_small_34_26,0.309202
mocktest_small_34_27,0.320032
mocktest_small_34_28,0.332530
mocktest_small_34_29,0.332972
mocktest_small_34_30,0.332168
mocktest_small_34_31,0.353894
mocktest_small_34_32,0.337856
mocktest_small_34_33,0.344335
mocktest_small_34_34,0.000000
mocktest_small_34_35,0.409888
mocktest_small_34_36,0.318274
mocktest_small_34_37,0.318162
mocktest_small_34_38,0.399023
mocktest_small_34_39,0.315273
mocktest_small_34_40,0.367162
mocktest_small_34_41,0.262963
mocktest_small_34_42,0.309018
mocktest_small_34_43,0.236428
mocktest_small_34_44,0.350284
mocktest_small_34_45,0.298086
mocktest_small_34_46,0.411808
mocktest_small_34_47,0.389059
mocktest_small_34_48,0.322717
mocktest_small_34_49,0.363860
mocktest_small_34_50,0.338406
mocktest_small_34_51,0.275689
mocktest_small_34_52,0.350373
mocktest_small_34_53,0.362819
mocktest_small_34_54,0.360695
mocktest_small_34_55,0.317628
mocktest_small_34_56,0.337089
mocktest_small_34_57,0.328204
mocktest_small_34_58,0.291336
mocktest_small_34_59,0.310009
mocktest_small_34_60,0.382135
mocktest_small_34_61,0.336816
mocktest_small_34_62,0.285927
mocktest_small_34_63,0.300526
mocktest_small_34_64,0.320927
mocktest_small_34_65,0.334844
mocktest_small_34_66,0.322056
mocktest_small_34_67,0.387684
mocktest_small_34_68,0.345259
mocktest_small_34_69,0.353025
mocktest_small_34_70,0.302757
mocktest_small_34_71,0.385449
mocktest_small_34_72,0.332571
mocktest_small_34_73,0.330818
mocktest_small_34_74,0.298467
mocktest_small_34_75,0.354063
mocktest_small_34_76,0.317446
mocktest_small_34_77,0.177551
mocktest_small_34_78,0.284637
mocktest_small_34_79,0.395988
mocktest_small_34_80,0.326055
mocktest_small_34_81,0.317853
mocktest_small_34_82,0.371868
mocktest_small_34_83,0.349167
mocktest_small_34_84,0.351280
mocktest_small_34_85,0.344722
mocktest_small_34_86,0.315665
mocktest_small_34_87,0.306312
mocktest_small_34_88,0.352879
mocktest_small_34_89,0.274208
mocktest_small_34_90,0.350398
mocktest_small_34_91,0.357715
mocktest_small_34_92,0.304850
mocktest_small_34_93,0.310054
mocktest_small_34_94,0.279025
mocktest_small_34_95,0.297601
mocktest_small_34_96,0.297267
mocktest_small_34_97,0.325885
mocktest_small_34_98,0.322262
mocktest_small_34_99,0.326250
mocktest_small_34_100,0.355378
mocktest_small_35_1,0.301405
mocktest_small_35_2,0.371128
mocktest_small_35_3,0.364150
mocktest_small_35_4,0.349269
mocktest_small_35_5,0.271430
mocktest_small_35_6,0.353944
mocktest_small_35_7,0.415780
mocktest_small_35_8,0.380065
mocktest_small_35_9,0.317964
mocktest_small_35_10,0.367181
mocktest_small_35_11,0.381772
mocktest_small_35_12,0.400774
mocktest_small_35_13,0.298007
mocktest_small_35_14,0.339466
mocktest_small_35_15,0.391154
mocktest_small_35_16,0.371998
mocktest_small_35_17,0.296972
mocktest_small_35_18,0.388850
mocktest_small_35_19,0.316731
mocktest_small_35_20,0.469980
mocktest_small_35_21,0.418728
mocktest_small_35_22,0.290608
mocktest_small_35_23,0.403940
mocktest_small_35_24,0.357600
mocktest_small_35_25,0.302925
mocktest_small_35_26,0.348321
mocktest_small_35_27,0.324740
mocktest_small_35_28,0.348135
mocktest_small_35_29,0.341471
mocktest_small_35_30,0.308154
mocktest_small_35_31,0.334880
mocktest_small_35_32,0.351417
mocktest_small_35_33,0.336524
mocktest_small_35_34,0.386199
mocktest_small_35_35,0.000000
mocktest_small_35_36,0.325126
mocktest_small_35_37,0.303807
mocktest_small_35_38,0.393746
mocktest_small_35_39,0.309961
mocktest_small_35_40,0.376892
mocktest_small_35_41,0.255781
mocktest_small_35_42,0.334988
mocktest_small_35_43,0.222361
mocktest_small_35_44,0.378453
mocktest_small_35_45,0.289765
mocktest_small_35_46,0.431850
mocktest_small_35_47,0.435842
mocktest_small_35_48,0.354921
mocktest_small_35_49,0.392926
mocktest_small_35_50,0.323351
mocktest_small_35_51,0.250786
mocktest_small_35_52,0.353726
mocktest_small_35_53,0.410988
mocktest_small_35_54,0.407905
mocktest_small_35_55,0.332296
mocktest_small_35_56,0.339204
mocktest_small_35_57,0.346221
mocktest_small_35_58,0.340892
mocktest_small_35_59,0.311901
mocktest_small_35_60,0.373244
mocktest_small_35_61,0.347131
mocktest_small_35_62,0.288668
mocktest_small_35_63,0.299595
mocktest_small_35_64,0.315196
mocktest_small_35_65,0.336921
mocktest_small_35_66,0.305452
mocktest_small_35_67,0.436245
mocktest_small_35_68,0.350993
mocktest_small_35_69,0.346790
mocktest_small_35_70,0.285133
mocktest_small_35_71,0.422591
mocktest_small_35_72,0.371145
mocktest_small_35_73,0.312801
mocktest_small_35_74,0.334796
mocktest_small_35_75,0.348389
mocktest_small_35_76,0.312576
mocktest_small_35_77,0.171646
mocktest_small_35_78,0.299507
mocktest_small_35_79,0.455111
mocktest_small_35_80,0.313715
mocktest_small_35_81,0.357994
mocktest_small_35_82,0.324942
mocktest_small_35_83,0.345310
mocktest_small_35_84,0.355732
mocktest_small_35_85,0.348332
